Product_id,Product_name,Product_category,Remaining_Stocks,Reorder_quantity,Stock_status
1678,Product_678,Toys,519,193,Medium
1679,Product_679,Electronics,2503,234,Full
1680,Product_680,Household,984,87,Medium
1681,Product_681,Appliances,4990,263,Full
1682,Product_682,Appliances,2022,232,Full
1683,Product_683,Clothing,651,165,Medium
1684,Product_684,Household,4172,123,Full
1685,Product_685,Toys,1440,120,Medium
1686,Product_686,Household,3286,52,Full
1687,Product_687,Electronics,4738,65,Full
1688,Product_688,Electronics,3521,57,Full
1689,Product_689,Electronics,2052,131,Full
1690,Product_690,Toys,3857,268,Full
1691,Product_691,Appliances,2172,223,Full
1692,Product_692,Appliances,4803,240,Full
1693,Product_693,Appliances,2790,271,Full
1694,Product_694,Appliances,2117,27,Full
1695,Product_695,Household,3881,170,Full
1696,Product_696,Clothing,1640,131,Medium
1697,Product_697,Electronics,1842,295,Medium
1698,Product_698,Household,4813,224,Full
1699,Product_699,Household,3625,80,Full
1700,Product_700,Toys,2209,242,Full
1701,Product_701,Clothing,4126,276,Full
1702,Product_702,Household,2894,79,Full
1703,Product_703,Electronics,2850,191,Full
1704,Product_704,Appliances,2080,218,Full
1705,Product_705,Household,1084,126,Medium
1706,Product_706,Toys,435,137,Low
1707,Product_707,Electronics,3128,59,Full
1708,Product_708,Appliances,1321,141,Medium
1709,Product_709,Electronics,2245,232,Full
1710,Product_710,Electronics,3459,97,Full
1711,Product_711,Clothing,593,160,Medium
1712,Product_712,Clothing,2995,289,Full
1713,Product_713,Electronics,1592,76,Medium
1714,Product_714,Electronics,394,123,Low
1715,Product_715,Clothing,4557,247,Full
1716,Product_716,Appliances,2006,226,Full
1717,Product_717,Electronics,1544,190,Medium
1718,Product_718,Appliances,3788,213,Full
1719,Product_719,Household,74,113,Low
1720,Product_720,Toys,2298,76,Full
1721,Product_721,Toys,311,206,Low
1722,Product_722,Electronics,1212,277,Medium
1723,Product_723,Electronics,1658,15,Medium
1724,Product_724,Appliances,3923,296,Full
1725,Product_725,Toys,1115,104,Medium
1726,Product_726,Toys,1258,65,Medium
1727,Product_727,Household,3255,281,Full
1728,Product_728,Household,2577,283,Full
1729,Product_729,Clothing,288,286,Low
1730,Product_730,Appliances,3236,45,Full
1731,Product_731,Appliances,2998,134,Full
1732,Product_732,Toys,3816,65,Full
1733,Product_733,Electronics,1973,116,Medium
1734,Product_734,Clothing,928,219,Medium
1735,Product_735,Toys,152,46,Low
1736,Product_736,Electronics,3471,160,Full
1737,Product_737,Appliances,308,219,Low
1738,Product_738,Clothing,234,22,Low
1739,Product_739,Household,3990,223,Full
1740,Product_740,Household,144,148,Low
1741,Product_741,Clothing,1692,189,Medium
1742,Product_742,Appliances,2599,211,Full
1743,Product_743,Toys,3796,242,Full
1744,Product_744,Electronics,4882,249,Full
1745,Product_745,Toys,1818,174,Medium
1746,Product_746,Household,2035,53,Full
1747,Product_747,Electronics,2896,149,Full
1748,Product_748,Household,578,179,Medium
1749,Product_749,Appliances,2312,92,Full
1750,Product_750,Electronics,4660,240,Full
1751,Product_751,Toys,4813,243,Full
1752,Product_752,Electronics,514,84,Medium
1753,Product_753,Household,3175,36,Full
1754,Product_754,Electronics,3901,241,Full
1755,Product_755,Appliances,69,59,Low
1756,Product_756,Appliances,2895,273,Full
1757,Product_757,Household,4350,30,Full
1758,Product_758,Electronics,1089,92,Medium
1759,Product_759,Household,3476,258,Full
1760,Product_760,Clothing,761,33,Medium
1761,Product_761,Electronics,1051,83,Medium
1762,Product_762,Clothing,4192,264,Full
1763,Product_763,Appliances,3594,133,Full
1764,Product_764,Toys,2657,78,Full
1765,Product_765,Toys,4160,197,Full
1766,Product_766,Electronics,4080,130,Full
1767,Product_767,Household,2624,87,Full
1768,Product_768,Household,2404,230,Full
1769,Product_769,Toys,431,172,Low
1770,Product_770,Household,1755,247,Medium
1771,Product_771,Electronics,1421,273,Medium
1772,Product_772,Appliances,294,255,Low
1773,Product_773,Household,1953,83,Medium
1774,Product_774,Household,3892,172,Full
1775,Product_775,Clothing,4599,36,Full
1776,Product_776,Toys,871,133,Medium
1777,Product_777,Electronics,4067,273,Full
1778,Product_778,Appliances,2890,238,Full
1779,Product_779,Appliances,3822,15,Full
1780,Product_780,Electronics,312,245,Low
1781,Product_781,Electronics,3319,178,Full
1782,Product_782,Electronics,2880,171,Full
1783,Product_783,Appliances,3526,109,Full
1784,Product_784,Appliances,4338,246,Full
1785,Product_785,Appliances,1344,195,Medium
1786,Product_786,Appliances,98,51,Low
1787,Product_787,Electronics,788,200,Medium
1788,Product_788,Clothing,4987,150,Full
1789,Product_789,Toys,2568,293,Full
1790,Product_790,Household,2710,281,Full
1791,Product_791,Appliances,1630,234,Medium
1792,Product_792,Toys,3428,136,Full
1793,Product_793,Toys,4308,82,Full
1794,Product_794,Clothing,604,140,Medium
1795,Product_795,Clothing,3713,21,Full
1796,Product_796,Toys,400,166,Low
1797,Product_797,Appliances,4701,79,Full
1798,Product_798,Toys,1873,189,Medium
1799,Product_799,Household,1104,42,Medium
1800,Product_800,Electronics,1324,98,Medium
1801,Product_801,Appliances,1794,75,Medium
1802,Product_802,Appliances,3536,120,Full
1803,Product_803,Appliances,4156,200,Full
1804,Product_804,Clothing,2280,119,Full
1805,Product_805,Toys,4361,199,Full
1806,Product_806,Appliances,560,185,Medium
1807,Product_807,Appliances,1808,74,Medium
1808,Product_808,Clothing,1911,257,Medium
1809,Product_809,Clothing,4898,281,Full
1810,Product_810,Electronics,3261,96,Full
1811,Product_811,Toys,760,227,Medium
1812,Product_812,Household,2333,168,Full
1813,Product_813,Clothing,1000,226,Medium
1814,Product_814,Toys,1151,145,Medium
1815,Product_815,Appliances,573,122,Medium
1816,Product_816,Household,3430,70,Full
1817,Product_817,Clothing,1408,235,Medium
1818,Product_818,Toys,1612,287,Medium
1819,Product_819,Household,542,163,Medium
1820,Product_820,Toys,2008,291,Full
1821,Product_821,Toys,1842,89,Medium
1822,Product_822,Appliances,1698,269,Medium
1823,Product_823,Household,3716,181,Full
1824,Product_824,Household,1457,111,Medium
1825,Product_825,Electronics,2890,181,Full
1826,Product_826,Appliances,1516,94,Medium
1827,Product_827,Appliances,2504,242,Full
1828,Product_828,Electronics,4667,101,Full
1829,Product_829,Electronics,4691,216,Full
1830,Product_830,Clothing,3479,184,Full
1831,Product_831,Household,421,13,Low
1832,Product_832,Appliances,245,69,Low
1833,Product_833,Household,2249,205,Full
1834,Product_834,Toys,2366,221,Full
1835,Product_835,Electronics,4836,297,Full
1836,Product_836,Appliances,267,123,Low
1837,Product_837,Toys,53,211,Low
1838,Product_838,Toys,3625,152,Full
1839,Product_839,Toys,3893,163,Full
1840,Product_840,Appliances,894,275,Medium
1841,Product_841,Appliances,3905,47,Full
1842,Product_842,Electronics,3506,72,Full
1843,Product_843,Household,1523,99,Medium
1844,Product_844,Appliances,3153,141,Full
1845,Product_845,Toys,3632,40,Full
1846,Product_846,Electronics,753,28,Medium
1847,Product_847,Clothing,3036,168,Full
1848,Product_848,Toys,381,61,Low
1849,Product_849,Household,3877,202,Full
1850,Product_850,Clothing,2610,98,Full
1851,Product_851,Clothing,3045,206,Full
1852,Product_852,Electronics,2797,83,Full
1853,Product_853,Clothing,4660,229,Full
1854,Product_854,Clothing,3173,18,Full
1855,Product_855,Clothing,3743,289,Full
1856,Product_856,Clothing,4923,121,Full
1857,Product_857,Electronics,3131,253,Full
1858,Product_858,Toys,859,49,Medium
1859,Product_859,Clothing,1514,79,Medium
1860,Product_860,Electronics,1022,82,Medium
1861,Product_861,Toys,1295,232,Medium
1862,Product_862,Household,2566,194,Full
1863,Product_863,Appliances,4003,109,Full
1864,Product_864,Appliances,2006,68,Full
1865,Product_865,Toys,4273,250,Full
1866,Product_866,Electronics,1738,52,Medium
1867,Product_867,Appliances,3914,134,Full
1868,Product_868,Household,963,13,Medium
1869,Product_869,Household,3753,10,Full
1870,Product_870,Household,4475,81,Full
1871,Product_871,Clothing,871,215,Medium
1872,Product_872,Electronics,2159,178,Full
1873,Product_873,Clothing,1217,170,Medium
1874,Product_874,Appliances,603,124,Medium
1875,Product_875,Household,3805,89,Full
1876,Product_876,Clothing,2854,97,Full
1877,Product_877,Electronics,2821,251,Full
1878,Product_878,Household,4819,206,Full
1879,Product_879,Clothing,2337,221,Full
1880,Product_880,Toys,1239,32,Medium
1881,Product_881,Appliances,448,64,Low
1882,Product_882,Household,3566,208,Full
1883,Product_883,Household,1186,148,Medium
1884,Product_884,Household,4571,35,Full
1885,Product_885,Household,3612,64,Full
1886,Product_886,Toys,2319,278,Full
1887,Product_887,Clothing,1484,74,Medium
1888,Product_888,Toys,2748,51,Full
1889,Product_889,Toys,2267,154,Full
1890,Product_890,Toys,3593,68,Full
1891,Product_891,Household,4470,101,Full
1892,Product_892,Household,3850,235,Full
1893,Product_893,Electronics,3265,247,Full
1894,Product_894,Toys,2058,277,Full
1895,Product_895,Household,1718,224,Medium
1896,Product_896,Clothing,3187,162,Full
1897,Product_897,Household,599,39,Medium
1898,Product_898,Electronics,1959,177,Medium
1899,Product_899,Household,3232,142,Full
1900,Product_900,Electronics,2795,145,Full
1901,Product_901,Electronics,3167,131,Full
1902,Product_902,Clothing,4146,280,Full
1903,Product_903,Electronics,2597,218,Full
1904,Product_904,Toys,2576,88,Full
1905,Product_905,Household,4078,292,Full
1906,Product_906,Household,541,88,Medium
1907,Product_907,Appliances,1908,113,Medium
1908,Product_908,Electronics,4566,242,Full
1909,Product_909,Clothing,1492,249,Medium
1910,Product_910,Toys,1461,286,Medium
1911,Product_911,Appliances,1872,251,Medium
1912,Product_912,Clothing,2478,58,Full
1913,Product_913,Toys,3622,185,Full
1914,Product_914,Toys,3511,80,Full
1915,Product_915,Toys,1708,96,Medium
1916,Product_916,Appliances,2648,183,Full
1917,Product_917,Appliances,3631,185,Full
1918,Product_918,Household,3683,285,Full
1919,Product_919,Electronics,2308,292,Full
1920,Product_920,Clothing,943,16,Medium
1921,Product_921,Toys,3676,61,Full
1922,Product_922,Appliances,733,73,Medium
1923,Product_923,Electronics,536,146,Medium
1924,Product_924,Clothing,1257,200,Medium
1925,Product_925,Electronics,3379,139,Full
1926,Product_926,Appliances,4931,99,Full
1927,Product_927,Electronics,2886,296,Full
1928,Product_928,Electronics,204,294,Low
1929,Product_929,Household,1010,179,Medium
1930,Product_930,Toys,440,62,Low
1931,Product_931,Electronics,4410,46,Full
1932,Product_932,Appliances,433,290,Low
1933,Product_933,Clothing,1066,260,Medium
1934,Product_934,Appliances,2756,237,Full
1935,Product_935,Toys,1780,50,Medium
1936,Product_936,Household,3743,226,Full
1937,Product_937,Appliances,1657,50,Medium
1938,Product_938,Toys,2090,167,Full
1939,Product_939,Appliances,916,158,Medium
1940,Product_940,Electronics,18,277,Low
1941,Product_941,Appliances,2892,209,Full
1942,Product_942,Appliances,518,219,Medium
1943,Product_943,Toys,2523,44,Full
1944,Product_944,Toys,3579,135,Full
1945,Product_945,Household,2181,268,Full
1946,Product_946,Appliances,3065,240,Full
1947,Product_947,Clothing,4338,221,Full
1948,Product_948,Household,3531,182,Full
1949,Product_949,Electronics,4238,130,Full
1950,Product_950,Electronics,1278,57,Medium
1951,Product_951,Clothing,2098,125,Full
1952,Product_952,Electronics,2434,22,Full
1953,Product_953,Clothing,2595,100,Full
1954,Product_954,Electronics,3497,59,Full
1955,Product_955,Clothing,4749,13,Full
1956,Product_956,Toys,4920,73,Full
1957,Product_957,Toys,1351,193,Medium
1958,Product_958,Electronics,4444,59,Full
1959,Product_959,Household,3295,71,Full
1960,Product_960,Clothing,2958,117,Full
1961,Product_961,Electronics,4491,141,Full
1962,Product_962,Toys,3359,193,Full
1963,Product_963,Household,2735,52,Full
1964,Product_964,Toys,4073,199,Full
1965,Product_965,Household,4679,77,Full
1966,Product_966,Electronics,471,271,Low
1967,Product_967,Clothing,20,103,Low
1968,Product_968,Electronics,1284,14,Medium
1969,Product_969,Appliances,226,238,Low
1970,Product_970,Household,3148,186,Full
1971,Product_971,Appliances,4084,147,Full
1972,Product_972,Electronics,4907,51,Full
1973,Product_973,Clothing,3727,62,Full
1974,Product_974,Appliances,1418,123,Medium
1975,Product_975,Toys,2902,50,Full
1976,Product_976,Household,3680,192,Full
1977,Product_977,Toys,1020,233,Medium
1978,Product_978,Electronics,488,169,Low
1979,Product_979,Clothing,1454,177,Medium
1980,Product_980,Household,2613,293,Full
1981,Product_981,Electronics,4374,153,Full
1982,Product_982,Clothing,2619,136,Full
1983,Product_983,Household,1580,221,Medium
1984,Product_984,Toys,3981,202,Full
1985,Product_985,Appliances,4244,263,Full
1986,Product_986,Clothing,1018,292,Medium
1987,Product_987,Electronics,2576,16,Full
1988,Product_988,Toys,2498,26,Full
1989,Product_989,Clothing,3601,179,Full
1990,Product_990,Toys,3682,182,Full
1991,Product_991,Electronics,1651,135,Medium
1992,Product_992,Toys,4061,114,Full
1993,Product_993,Appliances,3743,131,Full
1994,Product_994,Toys,4130,113,Full
1995,Product_995,Household,2231,146,Full
1996,Product_996,Electronics,3414,76,Full
1997,Product_997,Household,2668,276,Full
1998,Product_998,Clothing,981,157,Medium
1999,Product_999,Toys,1342,259,Medium
2000,Product_1000,Toys,2744,39,Full
2001,Product_1001,Appliances,4353,31,Full
2002,Product_1002,Appliances,4275,151,Full
2003,Product_1003,Toys,1915,270,Medium
2004,Product_1004,Electronics,1273,278,Medium
2005,Product_1005,Electronics,4122,181,Full
2006,Product_1006,Electronics,2008,139,Full
2007,Product_1007,Household,2549,236,Full
2008,Product_1008,Electronics,2647,121,Full
2009,Product_1009,Clothing,1794,126,Medium
2010,Product_1010,Household,185,69,Low
2011,Product_1011,Toys,170,33,Low
2012,Product_1012,Appliances,4330,137,Full
2013,Product_1013,Electronics,2262,211,Full
2014,Product_1014,Appliances,4896,59,Full
2015,Product_1015,Appliances,4354,251,Full
2016,Product_1016,Toys,4402,23,Full
2017,Product_1017,Electronics,3032,291,Full
2018,Product_1018,Clothing,4340,24,Full
2019,Product_1019,Electronics,473,262,Low
2020,Product_1020,Clothing,4549,231,Full
2021,Product_1021,Household,4863,73,Full
2022,Product_1022,Clothing,1777,273,Medium
2023,Product_1023,Electronics,3516,39,Full
2024,Product_1024,Toys,4838,176,Full
2025,Product_1025,Household,3719,256,Full
2026,Product_1026,Electronics,3810,136,Full
2027,Product_1027,Household,4643,111,Full
2028,Product_1028,Electronics,3071,245,Full
2029,Product_1029,Clothing,4438,193,Full
2030,Product_1030,Electronics,3065,224,Full
2031,Product_1031,Clothing,572,260,Medium
2032,Product_1032,Clothing,143,89,Low
2033,Product_1033,Household,3312,223,Full
2034,Product_1034,Toys,1550,99,Medium
2035,Product_1035,Appliances,3072,164,Full
2036,Product_1036,Clothing,3597,81,Full
2037,Product_1037,Appliances,3873,40,Full
2038,Product_1038,Appliances,4549,188,Full
2039,Product_1039,Toys,2794,279,Full
2040,Product_1040,Electronics,4889,102,Full
2041,Product_1041,Electronics,4020,225,Full
2042,Product_1042,Electronics,184,51,Low
2043,Product_1043,Toys,4056,72,Full
2044,Product_1044,Appliances,4465,100,Full
2045,Product_1045,Appliances,4753,260,Full
2046,Product_1046,Appliances,1074,28,Medium
2047,Product_1047,Clothing,814,46,Medium
2048,Product_1048,Appliances,4229,67,Full
2049,Product_1049,Toys,4799,195,Full
2050,Product_1050,Appliances,2739,33,Full
2051,Product_1051,Toys,2056,224,Full
2052,Product_1052,Household,1661,134,Medium
2053,Product_1053,Toys,2197,34,Full
2054,Product_1054,Appliances,2338,176,Full
2055,Product_1055,Toys,503,237,Medium
2056,Product_1056,Clothing,777,31,Medium
2057,Product_1057,Clothing,1069,235,Medium
2058,Product_1058,Electronics,4394,165,Full
2059,Product_1059,Electronics,773,97,Medium
2060,Product_1060,Clothing,3349,161,Full
2061,Product_1061,Electronics,2297,10,Full
2062,Product_1062,Toys,457,82,Low
2063,Product_1063,Electronics,3669,172,Full
2064,Product_1064,Toys,2185,40,Full
2065,Product_1065,Household,3541,173,Full
2066,Product_1066,Appliances,2861,15,Full
2067,Product_1067,Household,1322,224,Medium
2068,Product_1068,Household,79,73,Low
2069,Product_1069,Appliances,3549,214,Full
2070,Product_1070,Household,4428,29,Full
2071,Product_1071,Household,157,80,Low
2072,Product_1072,Clothing,1927,40,Medium
2073,Product_1073,Appliances,4712,212,Full
2074,Product_1074,Household,1408,23,Medium
2075,Product_1075,Household,2831,16,Full
2076,Product_1076,Household,3024,89,Full
2077,Product_1077,Toys,3673,68,Full
2078,Product_1078,Clothing,4124,281,Full
2079,Product_1079,Electronics,460,72,Low
2080,Product_1080,Household,4862,197,Full
2081,Product_1081,Electronics,4329,59,Full
2082,Product_1082,Clothing,4439,142,Full
2083,Product_1083,Electronics,2402,237,Full
2084,Product_1084,Household,575,135,Medium
2085,Product_1085,Electronics,1027,37,Medium
2086,Product_1086,Household,976,108,Medium
2087,Product_1087,Household,4116,198,Full
2088,Product_1088,Appliances,3578,104,Full
2089,Product_1089,Household,4617,262,Full
2090,Product_1090,Household,1257,241,Medium
2091,Product_1091,Clothing,531,188,Medium
2092,Product_1092,Clothing,4206,157,Full
2093,Product_1093,Household,4566,32,Full
2094,Product_1094,Clothing,468,158,Low
2095,Product_1095,Clothing,3456,293,Full
2096,Product_1096,Clothing,2881,81,Full
2097,Product_1097,Appliances,176,259,Low
2098,Product_1098,Household,4394,131,Full
2099,Product_1099,Appliances,798,89,Medium
2100,Product_1100,Toys,1684,73,Medium
2101,Product_1101,Household,3754,162,Full
2102,Product_1102,Appliances,3601,194,Full
2103,Product_1103,Toys,3259,131,Full
2104,Product_1104,Electronics,1133,238,Medium
2105,Product_1105,Appliances,2669,288,Full
2106,Product_1106,Toys,782,19,Medium
2107,Product_1107,Clothing,2777,103,Full
2108,Product_1108,Toys,640,158,Medium
2109,Product_1109,Toys,504,14,Medium
2110,Product_1110,Household,3450,29,Full
2111,Product_1111,Electronics,1950,226,Medium
2112,Product_1112,Clothing,2359,178,Full
2113,Product_1113,Clothing,2485,240,Full
2114,Product_1114,Toys,4862,260,Full
2115,Product_1115,Clothing,3536,172,Full
2116,Product_1116,Clothing,1156,219,Medium
2117,Product_1117,Electronics,2979,198,Full
2118,Product_1118,Household,4518,135,Full
2119,Product_1119,Electronics,3248,279,Full
2120,Product_1120,Appliances,27,31,Low
2121,Product_1121,Toys,272,273,Low
2122,Product_1122,Appliances,3692,251,Full
2123,Product_1123,Toys,3867,120,Full
2124,Product_1124,Electronics,2011,140,Full
2125,Product_1125,Toys,565,184,Medium
2126,Product_1126,Appliances,2688,83,Full
2127,Product_1127,Clothing,1085,209,Medium
2128,Product_1128,Household,1217,218,Medium
2129,Product_1129,Appliances,2809,99,Full
2130,Product_1130,Toys,3641,247,Full
2131,Product_1131,Toys,4879,191,Full
2132,Product_1132,Appliances,3086,216,Full
2133,Product_1133,Clothing,546,100,Medium
2134,Product_1134,Toys,2830,129,Full
2135,Product_1135,Appliances,3620,157,Full
2136,Product_1136,Household,4875,290,Full
2137,Product_1137,Clothing,693,243,Medium
2138,Product_1138,Clothing,4319,242,Full
2139,Product_1139,Household,4180,91,Full
2140,Product_1140,Clothing,1139,36,Medium
2141,Product_1141,Electronics,2621,124,Full
2142,Product_1142,Electronics,708,93,Medium
2143,Product_1143,Electronics,4435,237,Full
2144,Product_1144,Appliances,4832,129,Full
2145,Product_1145,Appliances,1334,109,Medium
2146,Product_1146,Toys,113,87,Low
2147,Product_1147,Household,4362,267,Full
2148,Product_1148,Toys,748,10,Medium
2149,Product_1149,Appliances,1013,21,Medium
2150,Product_1150,Toys,3717,161,Full
2151,Product_1151,Toys,4252,219,Full
2152,Product_1152,Appliances,2324,24,Full
2153,Product_1153,Toys,4561,256,Full
2154,Product_1154,Household,4695,86,Full
2155,Product_1155,Household,3462,195,Full
2156,Product_1156,Toys,4322,142,Full
2157,Product_1157,Electronics,1106,218,Medium
2158,Product_1158,Electronics,3941,107,Full
2159,Product_1159,Toys,3500,224,Full
2160,Product_1160,Electronics,1230,29,Medium
2161,Product_1161,Electronics,3489,125,Full
2162,Product_1162,Appliances,2879,65,Full
2163,Product_1163,Electronics,2146,142,Full
2164,Product_1164,Clothing,3618,291,Full
2165,Product_1165,Appliances,2265,49,Full
2166,Product_1166,Clothing,2179,28,Full
2167,Product_1167,Clothing,4991,282,Full
2168,Product_1168,Toys,3690,122,Full
2169,Product_1169,Toys,4629,26,Full
2170,Product_1170,Household,4101,94,Full
2171,Product_1171,Appliances,4557,81,Full
2172,Product_1172,Appliances,4756,118,Full
2173,Product_1173,Household,1655,224,Medium
2174,Product_1174,Household,3634,136,Full
2175,Product_1175,Household,4864,276,Full
2176,Product_1176,Toys,4752,212,Full
2177,Product_1177,Toys,4719,189,Full
2178,Product_1178,Appliances,2387,160,Full
2179,Product_1179,Household,105,223,Low
2180,Product_1180,Clothing,620,154,Medium
2181,Product_1181,Electronics,767,163,Medium
2182,Product_1182,Toys,1136,213,Medium
2183,Product_1183,Appliances,3280,264,Full
2184,Product_1184,Clothing,2310,193,Full
2185,Product_1185,Electronics,1241,177,Medium
2186,Product_1186,Appliances,4119,76,Full
2187,Product_1187,Toys,3747,31,Full
2188,Product_1188,Toys,37,212,Low
2189,Product_1189,Household,4057,51,Full
2190,Product_1190,Electronics,4550,287,Full
2191,Product_1191,Appliances,2188,284,Full
2192,Product_1192,Toys,2193,29,Full
2193,Product_1193,Clothing,3130,283,Full
2194,Product_1194,Appliances,3768,276,Full
2195,Product_1195,Appliances,4765,145,Full
2196,Product_1196,Clothing,3326,166,Full
2197,Product_1197,Appliances,3207,252,Full
2198,Product_1198,Electronics,4552,73,Full
2199,Product_1199,Electronics,4327,291,Full
2200,Product_1200,Appliances,650,180,Medium
2201,Product_1201,Electronics,240,110,Low
2202,Product_1202,Appliances,134,86,Low
2203,Product_1203,Household,857,214,Medium
2204,Product_1204,Appliances,2148,265,Full
2205,Product_1205,Appliances,2636,198,Full
2206,Product_1206,Electronics,503,25,Medium
2207,Product_1207,Clothing,2768,83,Full
2208,Product_1208,Electronics,2573,108,Full
2209,Product_1209,Electronics,3442,44,Full
2210,Product_1210,Appliances,1511,70,Medium
2211,Product_1211,Toys,1861,90,Medium
2212,Product_1212,Clothing,64,94,Low
2213,Product_1213,Household,118,155,Low
2214,Product_1214,Clothing,1376,61,Medium
2215,Product_1215,Household,3404,76,Full
2216,Product_1216,Electronics,2949,69,Full
2217,Product_1217,Clothing,2779,45,Full
2218,Product_1218,Toys,4683,96,Full
2219,Product_1219,Household,4953,78,Full
2220,Product_1220,Appliances,2044,201,Full
2221,Product_1221,Electronics,127,154,Low
2222,Product_1222,Household,4123,131,Full
2223,Product_1223,Appliances,180,176,Low
2224,Product_1224,Toys,346,42,Low
2225,Product_1225,Clothing,1388,30,Medium
2226,Product_1226,Electronics,3715,287,Full
2227,Product_1227,Clothing,1730,243,Medium
2228,Product_1228,Household,1059,143,Medium
2229,Product_1229,Appliances,64,65,Low
2230,Product_1230,Appliances,2794,157,Full
2231,Product_1231,Toys,2897,164,Full
2232,Product_1232,Electronics,2393,276,Full
2233,Product_1233,Clothing,2026,69,Full
2234,Product_1234,Appliances,618,246,Medium
2235,Product_1235,Appliances,3344,78,Full
2236,Product_1236,Appliances,689,50,Medium
2237,Product_1237,Electronics,1899,188,Medium
2238,Product_1238,Clothing,254,238,Low
2239,Product_1239,Clothing,3888,236,Full
2240,Product_1240,Electronics,441,76,Low
2241,Product_1241,Clothing,2993,216,Full
2242,Product_1242,Clothing,2092,17,Full
2243,Product_1243,Household,3746,182,Full
2244,Product_1244,Toys,2735,54,Full
2245,Product_1245,Household,2397,214,Full
2246,Product_1246,Toys,3919,271,Full
2247,Product_1247,Toys,857,101,Medium
2248,Product_1248,Appliances,1043,114,Medium
2249,Product_1249,Electronics,3265,54,Full
2250,Product_1250,Toys,3383,172,Full
2251,Product_1251,Electronics,531,113,Medium
2252,Product_1252,Household,3683,134,Full
2253,Product_1253,Toys,2547,173,Full
2254,Product_1254,Electronics,2350,69,Full
2255,Product_1255,Toys,3583,21,Full
2256,Product_1256,Clothing,977,76,Medium
2257,Product_1257,Appliances,1858,101,Medium
2258,Product_1258,Electronics,4310,37,Full
2259,Product_1259,Electronics,3772,57,Full
2260,Product_1260,Appliances,1154,134,Medium
2261,Product_1261,Clothing,713,183,Medium
2262,Product_1262,Toys,312,70,Low
2263,Product_1263,Toys,2083,54,Full
2264,Product_1264,Toys,407,85,Low
2265,Product_1265,Appliances,4841,190,Full
2266,Product_1266,Household,3408,256,Full
2267,Product_1267,Electronics,3635,77,Full
2268,Product_1268,Electronics,4475,34,Full
2269,Product_1269,Appliances,2625,109,Full
2270,Product_1270,Clothing,3928,216,Full
2271,Product_1271,Toys,3739,192,Full
2272,Product_1272,Household,4553,246,Full
2273,Product_1273,Toys,317,227,Low
2274,Product_1274,Clothing,2704,206,Full
2275,Product_1275,Toys,907,233,Medium
2276,Product_1276,Appliances,3807,61,Full
2277,Product_1277,Clothing,3333,207,Full
2278,Product_1278,Electronics,1572,256,Medium
2279,Product_1279,Electronics,3805,224,Full
2280,Product_1280,Electronics,152,34,Low
2281,Product_1281,Toys,487,265,Low
2282,Product_1282,Clothing,444,66,Low
2283,Product_1283,Electronics,2599,242,Full
2284,Product_1284,Toys,1562,219,Medium
2285,Product_1285,Toys,1222,102,Medium
2286,Product_1286,Appliances,3948,77,Full
2287,Product_1287,Appliances,3382,135,Full
2288,Product_1288,Appliances,4685,127,Full
2289,Product_1289,Clothing,3777,225,Full
2290,Product_1290,Household,4015,224,Full
2291,Product_1291,Household,2385,241,Full
2292,Product_1292,Clothing,4642,44,Full
2293,Product_1293,Household,4925,144,Full
2294,Product_1294,Appliances,4049,188,Full
2295,Product_1295,Clothing,184,42,Low
2296,Product_1296,Clothing,4995,110,Full
2297,Product_1297,Electronics,89,85,Low
2298,Product_1298,Toys,4213,89,Full
2299,Product_1299,Appliances,856,148,Medium
2300,Product_1300,Toys,3222,213,Full
2301,Product_1301,Toys,3655,297,Full
2302,Product_1302,Appliances,3539,85,Full
2303,Product_1303,Toys,1866,229,Medium
2304,Product_1304,Household,4351,33,Full
2305,Product_1305,Clothing,661,142,Medium
2306,Product_1306,Electronics,1927,70,Medium
2307,Product_1307,Clothing,4912,140,Full
2308,Product_1308,Clothing,4275,183,Full
2309,Product_1309,Appliances,108,229,Low
2310,Product_1310,Appliances,4276,208,Full
2311,Product_1311,Toys,4732,221,Full
2312,Product_1312,Appliances,2087,258,Full
2313,Product_1313,Clothing,4901,289,Full
2314,Product_1314,Electronics,3244,95,Full
2315,Product_1315,Appliances,2612,273,Full
2316,Product_1316,Appliances,1793,38,Medium
2317,Product_1317,Appliances,2558,193,Full
2318,Product_1318,Appliances,4870,139,Full
2319,Product_1319,Clothing,238,113,Low
2320,Product_1320,Appliances,3002,297,Full
2321,Product_1321,Toys,3268,148,Full
2322,Product_1322,Clothing,2559,266,Full
2323,Product_1323,Toys,4475,138,Full
2324,Product_1324,Appliances,2950,49,Full
2325,Product_1325,Appliances,4973,261,Full
2326,Product_1326,Clothing,2577,162,Full
2327,Product_1327,Toys,3391,124,Full
2328,Product_1328,Household,769,171,Medium
2329,Product_1329,Clothing,2199,138,Full
2330,Product_1330,Appliances,2232,63,Full
2331,Product_1331,Clothing,2382,196,Full
2332,Product_1332,Household,492,110,Low
2333,Product_1333,Appliances,4597,192,Full
2334,Product_1334,Electronics,3594,147,Full
2335,Product_1335,Electronics,2725,181,Full
2336,Product_1336,Electronics,1831,113,Medium
2337,Product_1337,Household,3163,128,Full
2338,Product_1338,Clothing,2985,68,Full
2339,Product_1339,Toys,1275,89,Medium
2340,Product_1340,Appliances,2009,267,Full
2341,Product_1341,Toys,3951,215,Full
